PRODUCT,MATERIEL,GAMME,REFERENCE,DESCRIPTION,CATALOGUE,IMAGES PRODUIT,IMAGES AMBIENCE,MAIN COLOR,FINITION,ESPACES 1,ESPACES 2,ESPACES 3,ESPACES 4,ESPACES 5,ESPACES 6,UTILISATIONS,UTILISATIONS 2,UTILISATIONS 3,UTILISATIONS 4,UTILISATIONS 5,FORMATS,OPTIONS,FICHE TECNIQUE,ORIGINE
GRÈS GRIS,GRÈS,AGREGATS,2000048383,"Roche en grès naturel clivée se caractérisant par sa dureté, sa longévité, son grain fin. Elle est composée de sédiments minéraux accumulés depuis des millénaires.",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"GRES_GRIS_TEXTURA_WEB.jpg,GRES_GRIS_PAVE_14X14_PRODUCTO_WEB.jpg,GRES_GRIS_DALLAGE_60X40_PRODUCTO_WEB.jpg,GRES_GRIS_PALIS_PRODUCTO_WEB.jpg,GRES_GRIS_PALIS 2_PRODUCTO_WEB.jpg,GRES_GRIS_DALLAGE_60X40_COMPOSICION_WEB.jpg,GRES_GRIS_PAVE_14X14_COMPOSICION_WEB.jpg,GRES_GRIS_DALLAGE_OPUS4_COMPOSICION_WEB.jpg",GRES_GRIS_AMBIENTE_WEB.jpg,GRIS,"NATURELLE-VIEILLIE,NATURELLE",PISCINE,SALON,CUISINE,SALLE DE BAIN,TERRASSE,JARDIN,SOL INTÉRIEUR,SOL EXTÉRIEUR,,,,,"DALLAGES (rives éclatées vieillies), PAVÉS (rives éclatées viellies), PAVÉS (rives éclatées), PALIS (rives éclatées), MARGELLES (rives sciées viellies - chant vu nez 1/2 rond), BLOC MARCHE (rives éclatées), PIQUET (rives éclatées)",,
GRÈS METISSAY des Indes,GRÈS,AGREGATS,2000043373,"Roche en grès naturel clivée se caractérisant par sa dureté, sa longévité, son grain fin. Elle est composée de sédiments minéraux accumulés depuis des millénaires",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"GRES_METISSAY_TEXTURA_WEB.jpg,GRES_METISSAY_BORDURE_PRODUCTO_WEB.jpg,GRES_METISSAY_DALLAGE_60X40_PRODUCTO_WEB.jpg,GRES_METISSAY_MARCHE_PRODUCTO_WEB.jpg,GRES_METISSAY_MARGELLE_PRODUCTO_WEB.jpg,GRES_METISSAY_PALIS_PRODUCTO_WEB.jpg,GRES_METISSAY_PALIS 2_PRODUCTO_WEB.jpg,GRES_METISSAY_PAVE_14X14_PRODUCTO_WEB.jpg,GRES_METISSAY_DALLAGE_60X40_COMPOSICION_WEB.jpg,GRES_METISSAY_PAVE_MIXTE_COMPOSICION_WEB.jpg,GRES_METISSAY_DALLAGE_OPUS4_COMPOSICION_WEB.jpg",GRES_METISSAY_AMBIENTE_WEB.jpg,MARRON,"NATURELLE-VIEILLIE,NATURELLE",PISCINE,SALON,CUISINE,SALLE DE BAIN,TERRASSE,JARDIN,SOL INTÉRIEUR,SOL EXTÉRIEUR,,,,,"DALLAGES (rives éclatées vieillies), PAVÉS (rives éclatées viellies), PAVÉS (rives éclatées viellies), BORDURES (rives éclatées), MARGELLES (rives sciées viellies - chant vu nez 1/2 rond), BLOC MARCHE (rives éclatées), PIQUET (rives éclatées)",,
MARBRE BLEU IZMIR,MARBRE,AGREGATS,2000002686,"Roche calcaire proche du travertin au ton bleu, avec de faibles nuances apparentes donnant une couleur uniforme",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"MARBRE_BLEU_IZMIR_TEXTURA_WEB.jpg,MARBRE_BLEU_IZMIR_MARGELLE_PRODUCTO_WEB.jpg,MARBRE_BLEU_IZMIR_DALLAGE_60X40_COMPOSICION_WEB.jpg,MARBRE_BLEU_IZMIR_DALLAGE_OPUS4_COMPOSICION_WEB.jpg",MARBRE_BLEU_IZMIR_AMBIENTE_WEB.jpg,BLEUE,ANTIQUE,PISCINE,SALON,CUISINE,SALLE DE BAIN,TERRASSE,JARDIN,MUR INTÉRIEUR,MUR EXTÉRIEUR,SOL INTÉRIEUR,SOL EXTÉRIEUR,,,"DALLAGES (rives sciées viellies), MARGELLES (rives sciées viellies - chant vu nez 1/2 rond)",,
QUARTZITE ALBINO JAUNE,QUARTZITE,AGREGATS,2000002527,"Le quartzite du Brésil est un matériau très dur, sa surface lisse et régulière, mais suffisamment rugueuse pour lui conférer des qualités antidérapantes exceptionnelles.",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"QUARTZITE_ALBINO_JAUNE_TEXTURA_WEB.jpg,QUARTZITE_ALBINO_JAUNE_DALLAGE_OPUS_PRODUCTO_WEB.jpg,QUARTZITE_ALBINO_JAUNE_MARGELLE_PRODUCTO_WEB.jpg,QUARTZITE_ALBINO_JAUNE_DALLAGE_47x47_COMPOSICION_WEB.jpg,QUARTZITE_ALBINO_JAUNE_DALLAGE_OP3_COMPOSICION_WEB.jpg,QUARTZITE_ALBINO_JAUNE_OPUS_INCERTUM_COMPOSICION_WEB.jpg",QUARTZITE_ALBINO_JAUNE_AMBIENTE_WEB.jpg,JAUNE,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,TERRASSE,PISCINE,JARDIN,MUR INTÉRIEUR,MUR EXTÉRIEUR,SOL INTÉRIEUR,SOL EXTÉRIEUR,,,"DALLAGES (toutes faces naturelles), DALLAGES (rives sciées), MARGELLES (rives sciées - chant vu nez 1/2 rond)",,
QUARTZITE ALBINO ROSE,QUARTZITE,AGREGATS,2000002530,"Le quartzite du Brésil est un matériau très dur, sa surface lisse et régulière, mais suffisamment rugueuse pour lui conférer des qualités antidérapantes exceptionnelles.",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"QUARTZITE_ALBINO_ROSE_TEXTURA_WEB.jpg,,QUARTZITE_ALBINO_ROSE_OPUS_INCERTUM_COMPOSICION_WEB.jpg",QUARTZITE_ALBINO_ROSE_AMBIENTE_WEB.jpg,ROSE,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,TERRASSE,PISCINE,JARDIN,MUR INTÉRIEUR,MUR EXTÉRIEUR,SOL INTÉRIEUR,SOL EXTÉRIEUR,,,DALLAGES (toutes faces naturelles),,
QUARTZITE LUZERNE,QUARTZITE,AGREGATS,2000002632,Roche quartzite de couleur gris foncé avec des reflets brillants à la lumière.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"QUARTZITE_LUZERNE_TEXTURA_WEB.jpg,QUARTZITE_LUZERNE_BARETTE_PRODUCTO_WEB.jpg,QUARTZITE_LUZERNE_DALLAGE_LL30_PRODUCTO_WEB.jpg,QUARTZITE_LUZERNE_OPUS_DALLAGE_PRODUCTO_WEB.jpg,QUARTZITE_LUZERNE_PAS_PRODUCTO_WEB.jpg,QUARTZITE_LUZERNE_DALLAGE_LL30_COMPOSICION_WEB.jpg,QUARTZITE_LUZERNE_OPUS_INCERTUM_COMPOSICION_WEB.jpg",QUARTZITE_LUZERNE_TEXTURA_WEB.jpg,GRIS,NATURELLE,TERRASSE,JARDIN,,,,,MUR EXTÉRIEUR,SOL EXTÉRIEUR,,,,,"DALLAGES (toutes faces naturelles), BARRETTES (toutes faces éclatées), DALLAGES (rives martelinés)",,
TRAVERTIN LIGHT MIXTE,TRAVERTIN,AGREGATS,2000002681,Roche calcaire travertin au nuances de beige et de noisette à l’aspect brillant. ,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"TRAVERTIN_LIGHT_MIXTE_TEXTURA_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_ADOUCI_TEXTURA_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_ADOUCI_DALLAGE_60X40_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_BLOC_MARCHE_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_BORDURE_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_COUVERTINES_61X25_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_DALLAGE_60X40_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_MARCHE_100X35_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_MARGELLE_ANGLE_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_MARGELLE_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_PLINTHE_PRODUCTO_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_ADOUCI_DALLAGE_60X40_COMPOSICION_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_ADOUCI_DALLAGE_OPUS4_COMPOSICION_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_DALLAGE_60X40_COMPOSICION_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_DALLAGE_OPUS4_COMPOSICION_WEB.jpg,TRAVERTIN_LIGHT_MIXTE_PAVE_15X15_COMPOSICION_WEB.jpg",TRAVERTIN_LIGHT_MIXTE_AMBIENTE_WEB.jpg,BEIGE,"ANTIQUE,ADOUCI REBOUCHÉE",PISCINE,SALON,CUISINE,SALLE DE BAIN,TERRASSE,JARDIN,MUR INTÉRIEUR,MUR EXTÉRIEUR,SOL INTÉRIEUR,SOL EXTÉRIEUR,,,"DALLAGES (rives sciées viellies), PAVÉS (rives sciées viellies MARGELLES (rives sciées viellies - chant vu nez 1/2 rond) MARCHES (rives sciées viellies - chant vu nez 1/2 rond) BLOC MARCHE (2 chants droit vus) et MARCHE PALIÈRE (4 chant droit vus) COUVERTINES (rives sciées vieillies), BORDURES (rives sciées vieillies), DALLAGES (rives sciées), PLINTHES (rives sciées vieillies), MOSAÏQUE (vieillie - carreaux de 2,3 cm de côtes)",,
TRAVERTIN MIX STANDARD,TRAVERTIN,AGREGATS,2000051852,Calcaire travertin vieillie aux nuances de beige foncé.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"TRAVERTIN_MIX_STANDARD_TEXTURA_WEB.jpg,TRAVERTIN_MIX_STANDARD_DALLAGE_60X40_PRODUCTO_WEB.jpg,TRAVERTIN_MIX_STANDARD_MARGELLE_61X33_PRODUCTO_WEB.jpg,TRAVERTIN_MIX_STANDARD_DALLAGE_OPUS4_COMPOSICION_WEB.jpg,TRAVERTIN_MIX_STANDARD_DALLAGE_61X40_WEB.jpg",TRAVERTIN_MIX_STANDARD_AMBIENTE_WEB.jpg,BEIGE,ANTIQUE,,,,,,,MUR INTÉRIEUR,SOL INTÉRIEUR,,,,,"DALLAGES (rives sciées viellies), MARGELLES (rives sciées viellies - chant vu nez 1/2 rond)",,
TRAVERTIN SILVER,TRAVERTIN,AGREGATS,2000002688,Calcaire travertin rebouché aux nuances de bleu et de gris à l'aspect brillant,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"TRAVERTIN_SILVER_TEXTURA_WEB.jpg,TRAVERTIN_SILVER_DALLAGE_60X40_PRODUCTO_WEB.jpg,TRAVERTIN_SILVER_MARGELLE_PRODUCTO_WEB.jpg,TRAVERTIN_SILVER_DALLAGE_60X40_COMPOSICION_WEB.jpg,TRAVERTIN_SILVER_DALLAGE_OPUS4_COMPOSICION_WEB.jpg",TRAVERTIN_SILVER_AMBIENTE_WEB.jpg,GRIS,ANTIQUE,PISCINE,SALON,CUISINE,SALLE DE BAIN,TERRASSE,JARDIN,MUR INTÉRIEUR,MUR EXTÉRIEUR,SOL INTÉRIEUR,SOL EXTÉRIEUR,,,"DALLAGES (rives sciées viellies), MARGELLES (rives sciées viellies - chant vu nez 1/2 rond)",,
DECOPANEL®  ETRETAT,,DECOPANEL,2000055019,Un choix élégant pour vos intérieurs avec une tonalité craie qu'offre une distinction rustique et distinguée.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CUADRIPTICO_STONEPANEL_FRANCE.pdf,"DP_ETRETAT_45GRADOS_WEB.jpg,DP_ETRETAT_FRONTAL_WEB.jpg,DP_ETRETAT_COMPOSICION_WEB.jpg",,,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,CHEMINÉE,,,MUR INTÉRIEUR,,,,,,PAREMENT MURAL,,
DECOPANEL®  LUNA,,DECOPANEL,2000052813,"Aux tonalités bleues et gris foncé, le mélange de couleurs donne à cette pierre une touche singulière et unique.",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CUADRIPTICO_STONEPANEL_FRANCE.pdf,"DP_LUNA_FRONTAL_WEB.jpg,DP_LUNA_COMPOSICION_WEB.jpg",,,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,CHEMINÉE,,,MUR INTÉRIEUR,,,,,,PAREMENT MURAL,,
DECOPANEL®  MULTICOLOR,,DECOPANEL,2000001646,"Ardoise marron rougeâtre, mouchetée de clair et d'obscur. Une composition originale pour des ambiances contemporaines et très modernes.",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CUADRIPTICO_STONEPANEL_FRANCE.pdf,"DP_MULTICOLOR_45GRADOS_WEB.jpg,DP_MULTICOLOR_FRONTAL_WEB.jpg,DP_MULTICOLOR_COMPOSICION_WEB.jpg",DP_MULTICOLOR_AMBIENTE_WEB.jpg,,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,CHEMINÉE,,,MUR INTÉRIEUR,,,,,,PAREMENT MURAL,,
DECOPANEL®  ORIENT,,DECOPANEL,2000001643,Quartzite dorée aux tonalités marron et gris clair. Sa finition offre une combinaison élégante et lumineuse pour des projets contemporains.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CUADRIPTICO_STONEPANEL_FRANCE.pdf,"DP_ORIENT_45GRADOS_WEB.jpg,DP_ORIENT_FRONTAL_WEB.jpg,DP_ORIENT_COMPOSICION_WEB.jpg",DP_ORIENT_AMBIENTE_WEB.jpg,,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,CHEMINÉE,,,MUR INTÉRIEUR,,,,,,PAREMENT MURAL,,
DECOPANEL®  SYLVESTRE,,DECOPANEL,2000040897,"Pierre gneiss claire et homogène, dotée de fines lames allongées, à la finition moderne.",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CUADRIPTICO_STONEPANEL_FRANCE.pdf,"DP_SYLVESTRE_45GRADOS_WEB.jpg,DP_SYLVESTRE_FRONTAL_WEB.jpg,DP_SYLVESTRE_COMPOSICION_WEB.jpg",DP_SYLVESTRE_AMBIENTE_WEB.jpg,,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,CHEMINÉE,,,MUR INTÉRIEUR,,,,,,PAREMENT MURAL,,
DECOPANEL®  VULCANO,,DECOPANEL,2000054875,Une esthétique noire classique pour les projets plus élégants. Le choix parfait pour vos intérieurs.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CUADRIPTICO_STONEPANEL_FRANCE.pdf,"DP_VULCANO_45GRADOS_WEB.jpg,DP_VULCANO_FRONTAL_WEB.jpg,DP_VULCANO_COMPOSICION_WEB.jpg",,,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,CHEMINÉE,,,MUR INTÉRIEUR,,,,,,PAREMENT MURAL,,
DECOPANEL® MONTBLANC,,DECOPANEL,2000055016,Crème comme couleur principal avec des teintes blanches. Ce panneu suinte d'un goût vintage et neutre pour vos intérieures.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CUADRIPTICO_STONEPANEL_FRANCE.pdf,"DP_MONTBLANC_45GRADOS_WEB.jpg,DP_MONTBLANC_FRONTAL_WEB.jpg,DP_MONTBLANC_COMPOSICION_WEB.jpg",,,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,CHEMINÉE,,,MUR INTÉRIEUR,,,,,,PAREMENT MURAL,,
GRANIT BEIGE,GRANIT,GRANIT,2000002728,Granit jaune moucheté de différents tons. ,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"GRANIT_BEIGE_TEXTURA_WEB.jpg,GRANIT_BEIGE_PLACAGE_PRODUCTO_WEB.jpg,GRANIT_BEIGE_PAVE_10X10_PRODUCTO_WEB.jpg,GRANIT_BEIGE_DALLAGE_LL40_PRODUCTO_WEB.jpg,GRANIT_BEIGE_BORDURE_PRODUCTO_WEB.jpg,GRANIT_BEIGE_PAVE_10X10_COMPOSICION_WEB.jpg,GRANIT_BEIGE_DALLAGE_LL40_COMPOSICION_WEB.jpg",GRANIT_BEIGE_AMBIENTE_WEB.jpg,BEIGE,"ANTIQUE GRENAILLÉE,GRENAILLÉE,ÉCLATÉE",TERRASSE,PISCINE,JARDIN,,,,MUR EXTÉRIEUR,SOL EXTÉRIEUR,,,,,"DALLAGES (rives sciées vieillies), DALLAGES (rives sciées), PAVÉS (rives éclatées), PAVÉS (toutes faces éclatées), BORDURES (2 chants grenaillés), COUVERTINES (2 long chants grenaillés), MARGELLE (1 long chant droit grenaillé), BLOC MARCHÉ (2 chants grenaillés).",,
GRANIT BEIGE BRETON,GRANIT,GRANIT,2000002882,Granit beige moucheté de noir à l’aspect rustique.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"GRANITE_BEIGE_BRETON_TEXTURA_WEB.jpg,GRANIT_BEIGE_BRETON_BARETTE_PRODUCTO_WEB.jpg,GRANIT_BEIGE_BRETON_PLACAGE_PRODUCTO_WEB.jpg",GRANITE_BEIGE_BRETO_AMBIENTE_WEB.jpg,BEIGE,"NATURELLE,ÉCLATÉE",SALON ,CUISINE,SALLE DE BAIN,JARDIN,CHEMINÉE,,MUR INTÉRIEUR,MUR EXTÉRIEUR,,,,,"BARRETTES (toutes faces áclatées), PLACAGE (face vue éclatée - arrière scié)",,
GRANIT GRIS BLEU,GRANIT,GRANIT,2000002738,Granit gris foncé avec des tâches bleues aux style rustique et aspect très naturelle.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"GRANIT_GRIS_BLEU_TEXTURA_WEB.jpg,GRANIT_GRIS_BLEU_PAVE_10X10_PRODUCTO_WEB.jpg,GRANIT_GRIS_BLEU_PAVE_15X15_PRODUCTO_WEB.jpg,GRANIT_GRIS_BLEU_PAVE_10X10_COMPOSICION_WEB.jpg",GRANIT_GRIS_BLEU_AMBIENTE_WEB.jpg,GRIS,"ÉCLATÉE,GRENAILLÉ",,,,,,,,,,,,,"PAVÉS (toutes faces éclatées), PAVÉS (rives éclatées)",,
GRANIT GRIS FONCÉ CAMBODGE,GRANIT,GRANIT,2000055383,Granit de couleur gris avec des taches blanches et noire. Aspect élégant.,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"GRANIT_GRIS_FONCE_TEXTURA_WEB.jpg,GRANIT_GRIS_FONCE_DALLAGE_80X80_PRODUCTO_WEB.jpg,GRANIT_GRIS_FONCE_DALLAGE_100X100_PRODUCTO_WEB.jpg,GRANIT_GRIS_FONCE_MARGELLE_PRODUCTO_WEB.jpg,GRANIT_GRIS_FONCE_PAVE_12X12_PRODUCTO_WEB.jpg,GRANIT_GRIS_FONCE_DALLAGE_60X40_COMPOSICION_WEB.jpg,GRANIT_GRIS_FONCE_PAVE_20X14_COMPOSICION_WEB.jpg",GRANIT_GRIS_FONCE_AMBIENTE_WEB.jpg,GRIS,"FLAMMÉE-BROSSÉE,ANTIQUE,BROSSÉE ",,,,,,,MUR INTÉRIEUR,MUR EXTÉRIEUR,SOL EXTÉRIEUR,,,,"DALLAGE, PAVËS, MARGELLE et COUVERTINES (Chant vus flammés et chanfreinés), BORDURES, BLOC MARCHE",,
INFERCOA,QUARTZITE,INFERCOA,2000045557,"Ardoise naturelle dans les tons noirs avec des nuances brillantes et grises. D’aspect rustique et naturel, INFERCOA se caractérise par sa rugosité et sa grande résistance. Oxydation naturelle.",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"INFERCOA_TEXTURA_WEB.jpg,INFERCOA_BARETTE_PRODUCTO_WEB.jpg,INFERCOA_PALIS2FS_PRODUCTO_WEB.jpg,INFERCOA_PALIS4FS_PRODUCTO_WEB.jpg,INFERCOA_PAS_PRODUCTO_WEB.jpg,INFERCOA_PIQUET_PRODUCTO_WEB.jpg",INFERCOA_AMBIENTE_WEB.jpg,NOIRE,"NATURELLE,ÉCLATÉE",TERRASSE,JARDIN,,,,,MUR EXTÉRIEUR,SOL EXTÉRIEUR,,,,,"PIQUETS (2 bouts sciés - autres faces naturelles), PALIS (2 bouts sciés - autres faces naturelles) - Largeur +/- 30 cm, PALIS (2 bouts sciés - autres faces naturelles) - Largeur +/- 50 cm, BARRETTES, PAS JAPONAIS, BLOC MARCHÉ",,
ARDOISE FUJI,ARDOISE,PIERRE NATURELLE D'EXTERIEUR,2000055328,Ardoise unique avec une structure en relief aux multiples effets décoratifs. Ses teintes variées sont la touche d'élégance qui garantissent un décor singulier,https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"ARDOISE_FUJI_TEXTURA_WEB.jpg,ARDOISE_MUSTANG_PALIS_80X30_PRODUCTO_WEB.jpg,ARDOISE_MUSTANG_PALIS_80X50_PRODUCTO_WEB.jpg,ARDOISE_MUSTANG_PALIS_100X30_PRODUCTO_WEB.jpg,ARDOISE_MUSTANG_PALIS_120X30_PRODUCTO_WEB.jpg,ARDOISE_MUSTANG_PALIS_120X50_PRODUCTO_WEB.jpg",ARDOISE_FUJI_AMBIENTE_WEB.jpg,NOIRE,"NATURELLE,NATURELLE",,,,,,,,,,,,,PALIS (4 cotés sciés) - finition naturelle,,
ARDOISE MUSTANG,ARDOISE,PIERRE NATURELLE D'EXTERIEUR,2000046942,"Ardoise noire d’aspect rustique et irrégulier, c’est une roche métamorphique à grain très fin.",https://cupastonefr.servidor.gal/wp-content/uploads/sites/7/recursos/CATALOGUE_PIERRE_NATURELLE_FRANCE.pdf,"ARDOISE_MUSTANG_TEXTURA_WEB.jpg,ARDOISE_MUSTANG_MARGELLE_PRODUCTO_WEB.jpg,ARDOISE_MUSTANG_PAVE_15x15_PRODUCTO_WEB.jpg,ARDOISE_MUSTANG_DALLAGE_40X60_COMPOSICION_WEB.jpg,ARDOISE_MUSTANG_PAVE_15X15_COMPOSICION_WEB.jpg",ARDOISE_MUSTANG_AMBIENTE_WEB.jpg,NOIRE,"NATURELLE,NATURELLE-VIEILLIE",PISCINE,SALON,CUISINE,SALLE DE BAIN,TERRASSE,JARDIN,MUR INTÉRIEUR,MUR EXTÉRIEUR,SOL INTÉRIEUR,SOL EXTÉRIEUR,,,"DALLAGES (rives sciées), PAVÉS (rives sciées vieillies), MARGELLES (rives sciées - chant vu nez droit chanfreiné)",,
STONETACK®,,STONETACK,2000051709,,,,,,NATURELLE,SALON ,CUISINE,SALLE DE BAIN,CHEMINÉE,,,MUR INTÉRIEUR,,,,,,PAREMENT MURAL,,
NIDAGRAVEL,,STABILISATEUR DE PIERRE,2000002753,"129+ - Installé en pied de mur, les petites plaques nidagravel ont une dimension adaptée à la réalisation de bandes de graviers en périphérie de la maison.
130-140 - Les dimensions des plaques Nidagravel® 130-140 sont adaptées à la réalisation de grands chantiers et permettent ainsi une pose rapide et facile.",,,,,,,,,,,,,,,,,,STABILISATEURS DE GRAVIERS,,
