PRODUCT,MATERIEL,GAMME,REFERENCE,DESCRIPTION,CATALOGUE,IMAGES PRODUIT,IMAGES AMBIENCE,MAIN COLOR,FINITION,ESPACES 1,ESPACES 2,ESPACES 3,ESPACES 4,ESPACES 5,ESPACES 6,UTILISATIONS,UTILISATIONS 2,UTILISATIONS 3,UTILISATIONS 4,UTILISATIONS 5,FORMATS,OPTIONS,FICHE TECNIQUE,ORIGINE
CALCÁRIO COTTON,CALCÁRIO,PEDRA NATURAL,2000050267,"Pedra calcária com tonalidades muito claras, que transmite a qualquer projeto",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,"CALIZA_COTTON_COMPOSICION_PRODUCTO_WEB.jpg,CALIZA_COTTON_TEXTURA_PRODUCTO_WEB.jpg",CALIZA_COTTON_AMBIENTE_WEB.jpg,BEGE CLARO,"ALISADO CALIBRADO,ENVELHECIDO CALIBRADO",all,,,,,,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,Padrão: 60x40; 60x40 / Espessura: 2 cm,,,
CALCÁRIO GRIS GOA,CALCÁRIO,PEDRA NATURAL,2000047290,"Pedra calcária da Índia, com formaçoes dolomíticas, disponível em tons acinzentados.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,"CALIZA_GRIS_GOA_COMPOSICION_PRODUCTO_WEB.jpg,CALIZA_GRIS_GOA_TEXTURA_PRODUCTO_WEB.jpg",CALIZA_GRIS_GOA_AMBIENTE_WEB.jpg,CINZA CLARO,TUMBLED RETIFICADO,BANHO,COZINHA,JARDIM,SALA DE ESTAR,TERRAÇO,QUARTO,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,Padrão: 60x40; 60x45 / Espessura: 2 cm,Opus 4,,
CALCÁRIO MANILA,CALCÁRIO,PEDRA NATURAL,2000052931,"Pedra calcária de estrutura compacta, característica pela sua dureza e reduzida porosidade, com presença de fósseis e conchas na sua textura.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,"CALIZA_MANILA_COMPOSICION_PRODUCTO_WEB.jpg,CALIZA_MANILA_TEXTURA_PRODUCTO_WEB.jpg",CALIZA_MANILA_AMBIENTE_WEB.jpg,AZUL,BUJARDADO CALIBRADO,all,,,,,,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,"Padrão: 60x40 / Espessura: 2,5 cm",,,
CALCÁRIO PALOMA,CALCÁRIO,PEDRA NATURAL,2000053942,"Pedra de cor creme, de tonalidade unifrorme, muito versátil e com diversos acabamentos disponíveis.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,,,CREME,ALISADO CALIBRADO,all,,,,,,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,Padrão: 60x40 / Espessura: 2 cm,,,
FILITO MOARÉ ,FILITO,PEDRA NATURAL,2000049716,Pedra natural de textura de ardósia e tons escuros que se destaca pelos seus veios de quartzo.,https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,,,NEGRO,"NATURAL,ESCOVADO CALIBRADO,SERRADO CALIBRADO",all,,,,,,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,"Padrão: 60x30; 60x40 / Espessura: 0,8 - 2 cm",,,
GRANITO FERRO BLACK,GRANITO,PEDRA NATURAL,2000055452,Granito de cor negra com o fundo cristalino e de granumetria media. Grande variedade de aplicações.,https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,,,NEGRO,"LEATHER,WATER JET",,,,,,,,,,,,Padrão: 60x40 / Espessura: 1 - 2,,,
GRANITO GRIS CLARO,GRANITO,PEDRA NATURAL,2000050003,"Granito com fundo cinza claro, usado principalmente para exteriores com personalidade.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,,,GRIS,,,,,,,,,,,,,,,,
INFERCOA,ARDÓSIA,PEDRA NATURAL,2000044063,"Ardósia natural de cores escuras, com áreas claras e cinzentas. Rústica e de aparência natural, INFERCOA é caracterizada pela sua aspereza, alta resistência e dureza.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,,,NEGRO,NATURAL,JARDIM,PISCINA,TERRAÇO,,,,FACHADA,PISO EXTERIOR,CHAMINÉ,,,"Mosaico bordas serrados, Baldosa bordas naturais, Travessa, Estaca, Paliçada / Espessura: de 3 a 6 cm",,,
PARANÁ,CUARCITA ,TERRA®,2000053133,"Tons de bege ou areia preenchem este material de origem natural. O quartzito PARANÁ nos convida a viver com um ritmo sereno, criando um estilo refinado onde os espaços são ampliados visualmente e respira-se calma. Dê asas à sua imaginação e transforme a sua casa num paraíso para desfrutar",,PARANA_PRODUCTO_WEB.jpg,PARANA_AMBIENTE_WEB.jpg,NEGRO,"POLIDO,LEATHER",BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
QUARTZITO AMARELA,QUARTZITO,PEDRA NATURAL,2000002573,"Quartzito brasileiro caracterizado pela sua grande durabilidade, de superficie lisa e regular, suficientemente rugosa para não escorregar.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,,,AMARELO,NATURAL,BANHO,COZINHA,JARDIM,SALA DE ESTAR,TERRAÇO,QUARTO,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,"Padrão: 56x27,5 / Espessura: 1,3 - 2,5 cm",,,
QUARTZITO BLANCO AREA,QUARTZITO,PEDRA NATURAL,2000052979,"Quartzito em tons uniformes, onde predominam os tons claros, desde branco até cinza claro e creme.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,,,CINZA CLARO,FLAMEJADO CALIBRADO,BANHO,COZINHA,JARDIM,SALA DE ESTAR,TERRAÇO,QUARTO,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,"Padrão: 60x30 / Espessura: 1,2 cm",,,
WARAIRA,CUARCITA ,TERRA®,2000054356,"Quartzito de forma orgânica e caprichosa. WARAIRA tem a cor verde predominante sobre fundo escuro e com listras claras. Como uma obra de arte de origem natural, imprime um valor estético e único a qualquer tipo de arquitetura. Um acabamento de luxo capaz de criar espaços únicos.",,WARAIRA_PRODUCTO_WEB.jpg,WARAIRA_AMBIENTE_WEB.jpg,NEGRO,LEATHER,BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
QUARTZITO ORIENT ORO,QUARTZITO,PEDRA NATURAL,2000044490,"Pedra natural de cores ocres e dourados, com a possibilidade de cores raiadas en cinzento. O seu processo de formaçao é idêntico ao do mármore.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,,,DOURADO,NATURAL CALIBRADO,BANHO,COZINHA,JARDIM,SALA DE ESTAR,TERRAÇO,QUARTO,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,"Padrão: 40x20 / Espessura: 1,5-2 cm",,,
ACIMUT,CUARCITA ,TERRA®,,"Com tons de cinza, azul e laranja, ACIMUT convida você a sentir a harmonia em sua forma mais pura graças à singularidade de seus veios. Um acabamento único e imponente, onde os traços irregulares da própria natureza remetem ao estilo pictórico de Pollock.",,ACIMUT_PRODUCTO_WEB.jpg,ACIMUT_AMBIENTE_WEB.jpg,,"POLIDO,LEATHER",BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
ALISIA,CUARCITA ,TERRA®,,ALISIA inspira calma pela fluidez de suas formas e pela composição harmoniosa de seus minerais. Combina tons de branco e verde que parecem representar a orografia de uma paisagem envolta em neblina.,,ALISIA_PRODUCTO_WEB.jpg,ALISIA_AMBIENTE_WEB.jpg,,"POLIDO,LEATHER",BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
KALA,CUARCITA ,TERRA®,,"Se a alma pudesse ser representada de alguma forma, KALA seria um bom exemplo disso. A superfície branca tem um aspecto diáfano devido à interrupção de diferentes veios enferrujados que rematam a iluminação do conjunto.",,KALA_PRODUCTO_WEB.jpg,KALA_AMBIENTE_WEB.jpg,,POLIDO,BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
GOIANA,CUARCITA ,TERRA®,,"Um ponto de encontro entre a luz e as trevas. Um quartzito marrom que intercala veios de tons brancos e avermelhados, com mais presença. GOIANA intensifica a beleza e versatilidade da pedra natural, sendo nas cozinhas o elo entre tradição e modernidade.",,GOIANA_PRODUCTO_WEB.jpg,GOIANA_AMBIENTE_WEB.jpg,,"POLIDO,LEATHER",BANHO,COZINHA,SALA DE ESTAR,QUARTO,,,BANCADA,PAREDE INTERIOR,,,,Disponible em 2 e 3 cm,,,
AMARELO ALPES,GRANITO,COLECCIÓN GRANITOS,3000010147,"Grão médio amarelado com tom heterogêneo. Durante o processo de polimento, uma resina epóxi é aplicada na superfície da laje para preencher quaisquer buracos naturais, pequenas rachaduras ou fissuras que possam existir na pedra. Isso não afeta a durabilidade, manutenção ou beleza da laje.",,AMARILLO_ALPES_PRODUCTO_WEB.jpg,,AMARELO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.710 Kg/m3;Absorción de agua: 0,26%",
AZUL PLATINO,GRANITO,COLECCIÓN GRANITOS,2000000795,Granito de cor cinza azulado e de granumetria media. Para todo o tipo de aplicações.,,AZUL_PLATINO_PRODUCTO_WEB.jpg,,AZUL,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.640 Kg/m3;Reacción a la compresión: 139 Mpa;Resistencia a la flexión: 14,1 Mpa;Absorción de agua: 0,3%",
AZUL NOITE,GRANITO,COLECCIÓN GRANITOS,2000045658,Granito de granumetria grande de cor cinza escuro e azulado. Para todo o tipo de aplicações.,,AZUL_NOCHE_PRODUCTO_WEB.jpg,,GRIS OSCURO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.710 Kg/m3;Absorción de agua: 0,26%",
BRANCO ALBA,GRANITO,COLECCIÓN GRANITOS,3000001521,,,,,BRANCO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.710 Kg/m3;Absorción de agua: 0,26%",
BRANCO AMENDOA,GRANITO,COLECCIÓN GRANITOS,,,,,,BRANCO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.710 Kg/m3;Absorción de agua: 0,26%",
BRANCO ALPES,GRANITO,COLECCIÓN GRANITOS,3000001289,,,BLANCO_ALPES_PRODUCTO_WEB.jpg,,BRANCO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.710 Kg/m3;Absorción de agua: 0,26%",
BRANCO CASTILLA,GRANITO,COLECCIÓN GRANITOS,2000045659,Granito de grão médio e cor branco acinzentado.,,BLANCO_CASTILLA_PRODUCTO_WEB.jpg,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2690 Kg/m3;Resistencia a la flexión: 11,7±1,5 MPa;Absorción de agua: 0.2 %",
BRANCO CRISTAL,GRANITO,COLECCIÓN GRANITOS,2000045660,Granito cinza claro de grão fino muito compacto e homogêneo. A quase ausência de mica preta confere-lhe um aspecto luminoso.,,BLANCO_CRISTAL_PRODUCTO_WEB.jpg,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2610 Kg/m3;Resistencia a la flexión: 13,7 Mpa;Absorción de agua: 0,3%;",
BRANCO RAFAELA,GRANITO,COLECCIÓN GRANITOS,3000000699,,,,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2610 Kg/m3;Resistencia a la flexión: 13,7 Mpa;Absorción de agua: 0,3%;",
BLANCO PEROLA,GRANITO,COLECCIÓN GRANITOS,2000045661,"Granito branco acinzentado, tamanho de grão médio.",,BLANCO_PERLA_PRODUCTO_WEB.jpg,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Resistencia a la flexión: 9,7±0,9 Mpa;Absorción de agua: 0.2 %",
BLANQUINO,GRANITO,COLECCIÓN GRANITOS,2000000706,Granito acinzentado com grão médio-fino.,,,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,Densidad aparente: 2635 Kg/m3;Absorción de agua: 0.17 %;Resistencia a la flexión: 17.74 MPa,
CREMA CAMELIA,GRANITO,COLECCIÓN GRANITOS,3000000476,Granito de cor creme com a granumetria media. Material homogêneo e limpo utilizado para todo o tipo de aplicações interiores.,,CREMA_CAMELIA_PRODUCTO_WEB.jpg,,BEIGE ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,Densidad aparente: 2.610 Kg/m3;Reacción a la compresión: 130 Mpa;Absorción de agua: 0.3%,
CREMA JULIA,GRANITO,COLECCIÓN GRANITOS,2000045601,"Granito de cor rosa claro e grão grosso, determinado pela totalidade dos cristais de feldspato.",,CREMA_JULIA_PRODUCTO_WEB.jpg,,ROSÁCEO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2640 Kg/m3;Absorción de agua: 0,3%",
GRIS MONDARIZ,GRANITO,COLECCIÓN GRANITOS,3000000617,Granito cinza de grão médio-grosseiro com detalhes rosados.,,GRIS_MONDARIZ_PRODUCTO_WEB.jpg,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2660 Kg/m3;Resistencia a la flexión: 14,8  Mpa;Absorción de agua: 0,2%",
GRIS PEROLA,GRANITO,COLECCIÓN GRANITOS,3000000669,,,GRIS_PERLA_PRODUCTO_WEB.jpg,,,,,,,,,,all,,,,,,,,
GRIS PARGA,GRANITO,COLECCIÓN GRANITOS,3000000736,,,GRIS_PARGA_PULIDO_PRODUCTO_WEB.jpg,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.640 Kg/m3;Reacción a la compresión: 165 Mpa;Resistencia a la flexión: 15,9 Mpa;Absorción de agua: 0,30%",
GRIS TRAGAL,GRANITO,COLECCIÓN GRANITOS,2000045667,"Granito de grão médio, tom cinza-azulado. Muito requisitado em acabamento flameado para exteriores (fachadas, escadas e pisos) e em acabamento polido para bancadas de cozinha e pisos interiores.",,GRIS_TRAGAL_PULIDO_PRODUCTO_WEB.jpg,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.640 Kg/m3;Reacción a la compresión: 165 Mpa;Resistencia a la flexión: 15,9 Mpa;Absorción de agua: 0,30%",
GRISSAL,GRANITO,COLECCIÓN GRANITOS,2000045668,Granito cinza escuro de grão médio.,,GRISSAL_PRODUCTO_WEB.jpg,,GRIS OSCURO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2640 Kg/m3;Resistencia a la flexión: 14,1  Mpa;Absorción de agua: 0,3%",
NEGRO TEZAL,GRANITO,COLECCIÓN GRANITOS,2000045671,"Granito nacional de cor cinza-preto escuro, grão médio e bastante uniforme. É utilizado tanto no interior como no exterior e admite todos os acabamentos. Altamente requisitado para Arte Funerária.",,TEZAL_PRODUCTO_WEB.jpg,,GRIS OSCURO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.800 Kg/m3;Reacción a la compresión: 193,18 Mpa;Resistencia a la flexión: 15,01 Mpa;Absorción de agua: 0,25%",
PEDRAS SALGADAS,GRANITO,COLECCIÓN GRANITOS,2000045545,Granito de cor cinza e branco com a granumetria media. Para todo o tipo de aplicações.,,PEDRAS_SALGADAS_PRODUCTO_WEB.jpg,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.620 Kg/m3;Reacción a la compresión: 193 Mpa;Resistencia a la flexión: 16 Mpa;Absorción de agua: 0,3%",
ROSA PORRIÑO,GRANITO,COLECCIÓN GRANITOS,2000000714,"Granito compacto rosa, com grão médio a grosso. Amplamente utilizado como bancada de cozinha graças à sua grande resistência e durabilidade.",,ROSA_PORRIÑO_PRODUCTO_WEB.jpg,,ROSA,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2620 Kg/m3;Resistencia a la flexión: 10,5  Mpa;Absorción de agua: 0,2%",
ROSAVEL,GRANITO,COLECCIÓN GRANITOS,2000045676,Granito rosa compacto de granulação grossa com megacristais.,,ROSAVEL_PRODUCTO_WEB.jpg,,ROSA,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2620 Kg/m3;Resistencia a la flexión: 7,8 Mpa;Absorción de agua: 0,3%",
SILVESTRE LALÍN,GRANITO,COLECCIÓN GRANITOS,2000046243,,,,,,,,,,,,,all,,,,,,,,
KISORO BLACK,GRANITO,COLECCIÓN GRANITOS,,,,KISORO_PRODUCTO_WEB.jpg,,GRIS OSCURO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.800 Kg/m3;Reacción a la compresión: 193,18 Mpa;Resistencia a la flexión: 15,01 Mpa;Absorción de agua: 0,25%",
LABRADOR CLARO,GRANITO,COLECCIÓN GRANITOS,2000045692,Granito azul escuro e prateado e de luminosidade refletida intensa. Para todo o tipo de aplicações.,,LABRADOR_CLARO_EXTRA_PRODUCTO_WEB.jpg,,AZUL,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.720 Kg/m3;Reacción a la compresión: 233 Mpa;Resistencia a la flexión: 14,4 Mpa;Absorción de agua: 0,04%",
LABRADOR OSCURO,GRANITO,COLECCIÓN GRANITOS,2000000728,Granito azul escuro e prateado e de luminosidade refletida intensa. Para todo o tipo de aplicações.,,LABRADOR_OSCURO_PRODUCTO_WEB.jpg,,AZUL MARINO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.700 Kg/m3;Reacción a la compresión: 185 Mpa;Resistencia a la flexión: 11,5 Mpa;Absorción de agua: 0,14%",
